word,videos,full_path
go,go_25.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_8/go_25.mp4
go,go_video_12.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_8/go_video_12.mp4
go,go_video_19.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_8/go_video_19.mp4
go,6413893522655711-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_4/6413893522655711-GO.mp4
go,2290456408074184-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/2290456408074184-GO.mp4
go,41579421019094553-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_3/41579421019094553-GO.mp4
go,4795164850135014-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_3/4795164850135014-GO.mp4
go,30544213991231106-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/30544213991231106-GO.mp4
go,7813105619399183-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/7813105619399183-GO.mp4
go,7819362494402429-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/7819362494402429-GO.mp4
go,032373382598848366-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_1/032373382598848366-GO.mp4
go,3702604002311216-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_3/3702604002311216-GO.mp4
go,22762374635521176-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/22762374635521176-GO.mp4
go,5587884729767747-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_4/5587884729767747-GO.mp4
go,2791819246477536-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/2791819246477536-GO.mp4
go,26737390960725627-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/26737390960725627-GO.mp4
go,7642911134092343-seedGO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/7642911134092343-seedGO.mp4
go,1917265918954878-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/1917265918954878-GO.mp4
go,8187982746646938-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/8187982746646938-GO.mp4
go,7701619196687932-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/7701619196687932-GO.mp4
go,20492226110701672-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/20492226110701672-GO.mp4
go,8354410716389704-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/8354410716389704-GO.mp4
go,10496700688928162-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_1/10496700688928162-GO.mp4
go,3904115149763827-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_3/3904115149763827-GO.mp4
go,5363852654946244-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_3/5363852654946244-GO.mp4
go,5446297670875129-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_4/5446297670875129-GO.mp4
go,47175728440552755-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_3/47175728440552755-GO.mp4
go,6721385997956766-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_4/6721385997956766-GO.mp4
go,16923876012285466-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_1/16923876012285466-GO.mp4
go,19195912453679753-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/19195912453679753-GO.mp4
go,8834363279772663-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_5/8834363279772663-GO.mp4
go,19142855644010948-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_2/19142855644010948-GO.mp4
go,9981647509356435-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/9981647509356435-GO.mp4
go,7100160952925088-GO.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_4/7100160952925088-GO.mp4
arm,arm_20241119_173205.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_173205.mp4
arm,arm_20241119_172633.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633.mp4
arm,arm_20241119_172633_1.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_1.mp4
arm,arm_20241119_172633_2.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_2.mp4
arm,arm_20241119_172633_3.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_3.mp4
arm,arm_20241119_172633_4.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_4.mp4
arm,arm_20241119_172633_5.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_5.mp4
arm,arm_20241119_172633_6.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_6.mp4
arm,arm_20241119_172633_7.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_7.mp4
arm,arm_20241119_172633_8.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_8.mp4
arm,arm_20241119_172633_9.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_9.mp4
arm,arm_20241119_172633_10.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_10.mp4
arm,arm_20241119_172633_11.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_11.mp4
arm,arm_20241119_172633_12.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_12.mp4
arm,arm_20241119_172633_13.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_13.mp4
arm,arm_20241119_172633_14.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_14.mp4
arm,arm_20241119_172633_15.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_15.mp4
arm,arm_20241119_172633_16.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_16.mp4
arm,arm_20241119_172633_17.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_17.mp4
arm,arm_20241119_172633_18.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_18.mp4
arm,arm_20241119_172633_19.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_19.mp4
arm,arm_20241119_172633_20.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_20.mp4
arm,arm_20241119_172633_21.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_21.mp4
arm,arm_20241119_172633_22.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_22.mp4
arm,arm_20241119_172633_23.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_23.mp4
arm,arm_20241119_172633_24.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_24.mp4
arm,arm_20241119_172633_25.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_25.mp4
arm,arm_20241119_172633_26.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_26.mp4
arm,arm_20241119_172633_27.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_27.mp4
arm,arm_20241119_172633_28.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_28.mp4
arm,arm_20241119_172633_29.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_29.mp4
arm,arm_20241119_172633_30.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_30.mp4
arm,arm_20241119_172633_31.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_31.mp4
arm,arm_20241119_172633_32.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_32.mp4
arm,arm_20241119_172633_33.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_33.mp4
arm,arm_20241119_172633_34.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_34.mp4
arm,arm_20241119_172633_35.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_35.mp4
arm,arm_20241119_172633_36.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_36.mp4
arm,arm_20241119_172633_37.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_37.mp4
arm,arm_20241119_172633_38.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_38.mp4
arm,arm_20241119_172633_39.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_39.mp4
arm,arm_20241119_172633_40.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_40.mp4
arm,arm_20241119_172633_41.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_41.mp4
arm,arm_20241119_172633_42.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_42.mp4
arm,arm_20241119_172633_43.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_43.mp4
arm,arm_20241119_172633_44.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_44.mp4
arm,arm_20241119_172633_45.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_45.mp4
arm,arm_20241119_172633_46.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_46.mp4
arm,arm_20241119_172633_47.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_47.mp4
arm,arm_20241119_172633_48.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_48.mp4
arm,arm_20241119_172633_49.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_49.mp4
arm,arm_20241119_172633_50.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_50.mp4
arm,arm_20241119_172633_51.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_51.mp4
arm,arm_20241119_172633_52.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_52.mp4
arm,arm_20241119_172633_53.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_53.mp4
arm,arm_20241119_172633_54.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_54.mp4
arm,arm_20241119_172633_55.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_55.mp4
arm,arm_20241119_172633_56.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_56.mp4
arm,arm_20241119_172633_57.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_57.mp4
arm,arm_20241119_172633_58.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_58.mp4
arm,arm_20241119_172633_59.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_59.mp4
arm,arm_20241119_172633_60.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_60.mp4
arm,arm_20241119_172633_61.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_61.mp4
arm,arm_20241119_172633_62.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_62.mp4
arm,arm_20241119_172633_63.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_63.mp4
arm,arm_20241119_172633_64.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_64.mp4
arm,arm_20241119_172633_65.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_65.mp4
arm,arm_20241119_172633_66.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_66.mp4
arm,arm_20241119_172633_67.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_67.mp4
arm,arm_20241119_172633_68.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_68.mp4
arm,arm_20241119_172633_69.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_69.mp4
arm,arm_20241119_172633_70.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_70.mp4
arm,arm_20241119_172633_71.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_71.mp4
arm,arm_20241119_172633_72.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_72.mp4
arm,arm_20241119_172633_73.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_73.mp4
arm,arm_20241119_172633_74.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_74.mp4
arm,arm_20241119_172633_75.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_75.mp4
arm,arm_20241119_172633_76.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_76.mp4
arm,arm_20241119_172633_77.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_77.mp4
arm,arm_20241119_172633_78.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_78.mp4
arm,arm_20241119_172633_79.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_79.mp4
arm,arm_20241119_172633_80.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_80.mp4
arm,arm_20241119_172633_81.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_81.mp4
arm,arm_20241119_172633_82.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_82.mp4
arm,arm_20241119_172633_83.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_83.mp4
arm,arm_20241119_172633_84.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_84.mp4
arm,arm_20241119_172633_85.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_85.mp4
arm,arm_20241119_172633_86.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_86.mp4
arm,arm_20241119_172633_87.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_87.mp4
arm,arm_20241119_172633_88.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_88.mp4
arm,arm_20241119_172633_89.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_89.mp4
arm,arm_20241119_172633_90.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_90.mp4
arm,arm_20241119_172633_91.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_91.mp4
arm,arm_20241119_172633_92.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_92.mp4
arm,arm_20241119_172633_93.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_93.mp4
arm,arm_20241119_172633_94.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_94.mp4
arm,arm_20241119_172633_95.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_95.mp4
arm,arm_20241119_172633_96.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_96.mp4
arm,arm_20241119_172633_97.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_97.mp4
arm,arm_20241119_172633_98.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_98.mp4
arm,arm_20241119_172633_99.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_99.mp4
arm,arm_20241119_172633_100.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_100.mp4
arm,arm_20241119_172633_101.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_101.mp4
arm,arm_20241119_172633_102.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_102.mp4
arm,arm_20241119_172633_103.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_103.mp4
arm,arm_20241119_172633_104.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_104.mp4
arm,arm_20241119_172633_105.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_105.mp4
arm,arm_20241119_172633_106.mp4,/content/drive/MyDrive/ASL-Project/Data/dataset/row_data(videos)/part_6/arm_20241119_172633_106.mp4
